pea,cuidados_val,weights,cuidados_var_name
No participan en el mercado laboral,7.973421926910299,66,cuidados_thrs_hombres
No participan en el mercado laboral,7.988950276243094,240,cuidados_thrs_hombres
No participan en el mercado laboral,7.999864736913296,1899,cuidados_thrs_hombres
No participan en el mercado laboral,8,14671,cuidados_thrs_hombres
No participan en el mercado laboral,8.003527336860671,200,cuidados_thrs_hombres
No participan en el mercado laboral,8.003532320734722,578,cuidados_thrs_hombres
No participan en el mercado laboral,8.006224988883949,1128,cuidados_thrs_hombres
No participan en el mercado laboral,8.006861063464838,193,cuidados_thrs_hombres
No participan en el mercado laboral,8.008663366336634,434,cuidados_thrs_hombres
No participan en el mercado laboral,8.011095700416089,360,cuidados_thrs_hombres
No participan en el mercado laboral,8.012422360248447,236,cuidados_thrs_hombres
No participan en el mercado laboral,8.013824884792626,108,cuidados_thrs_hombres
No participan en el mercado laboral,8.020393299344502,498,cuidados_thrs_hombres
No participan en el mercado laboral,8.022514071294559,188,cuidados_thrs_hombres
No participan en el mercado laboral,8.027027027027026,150,cuidados_thrs_hombres
No participan en el mercado laboral,8.027777777777779,35,cuidados_thrs_hombres
No participan en el mercado laboral,8.042056074766355,477,cuidados_thrs_hombres
No participan en el mercado laboral,8.052208835341366,307,cuidados_thrs_hombres
No participan en el mercado laboral,8.056603773584905,166,cuidados_thrs_hombres
No participan en el mercado laboral,8.06570841889117,970,cuidados_thrs_hombres
No participan en el mercado laboral,8.070528967254408,397,cuidados_thrs_hombres
No participan en el mercado laboral,8.07361963190184,109,cuidados_thrs_hombres
No participan en el mercado laboral,8.081699346405228,36,cuidados_thrs_hombres
No participan en el mercado laboral,8.088108441158349,1327,cuidados_thrs_hombres
No participan en el mercado laboral,8.090225563909774,80,cuidados_thrs_hombres
No participan en el mercado laboral,8.106382978723405,60,cuidados_thrs_hombres
No participan en el mercado laboral,8.110533159947984,245,cuidados_thrs_hombres
No participan en el mercado laboral,8.112806539509537,604,cuidados_thrs_hombres
No participan en el mercado laboral,8.12406015037594,181,cuidados_thrs_hombres
No participan en el mercado laboral,8.124137931034483,99,cuidados_thrs_hombres
No participan en el mercado laboral,8.124197002141328,271,cuidados_thrs_hombres
No participan en el mercado laboral,8.138364779874214,335,cuidados_thrs_hombres
No participan en el mercado laboral,8.142633228840126,223,cuidados_thrs_hombres
No participan en el mercado laboral,8.144495412844037,150,cuidados_thrs_hombres
No participan en el mercado laboral,8.148148148148149,44,cuidados_thrs_hombres
No participan en el mercado laboral,8.150943396226415,49,cuidados_thrs_hombres
No participan en el mercado laboral,8.159235668789808,66,cuidados_thrs_hombres
No participan en el mercado laboral,8.160039273441335,419,cuidados_thrs_hombres
No participan en el mercado laboral,8.1651376146789,209,cuidados_thrs_hombres
No participan en el mercado laboral,8.168546781685468,955,cuidados_thrs_hombres
No participan en el mercado laboral,8.174083769633508,103,cuidados_thrs_hombres
No participan en el mercado laboral,8.176470588235293,85,cuidados_thrs_hombres
No participan en el mercado laboral,8.177083333333334,177,cuidados_thrs_hombres
No participan en el mercado laboral,8.185567010309278,47,cuidados_thrs_hombres
No participan en el mercado laboral,8.191222570532915,140,cuidados_thrs_hombres
No participan en el mercado laboral,8.2,69,cuidados_thrs_hombres
No participan en el mercado laboral,8.217391304347826,45,cuidados_thrs_hombres
No participan en el mercado laboral,8.227272727272727,83,cuidados_thrs_hombres
No participan en el mercado laboral,8.23167649536647,1462,cuidados_thrs_hombres
No participan en el mercado laboral,8.25,51,cuidados_thrs_hombres
No participan en el mercado laboral,8.252551020408163,137,cuidados_thrs_hombres
No participan en el mercado laboral,8.25287356321839,49,cuidados_thrs_hombres
No participan en el mercado laboral,8.255681818181818,571,cuidados_thrs_hombres
No participan en el mercado laboral,8.268691588785046,123,cuidados_thrs_hombres
No participan en el mercado laboral,8.28054298642534,83,cuidados_thrs_hombres
No participan en el mercado laboral,8.285714285714286,136,cuidados_thrs_hombres
No participan en el mercado laboral,8.290476190476191,43,cuidados_thrs_hombres
No participan en el mercado laboral,8.294701986754967,75,cuidados_thrs_hombres
No participan en el mercado laboral,8.296774193548387,146,cuidados_thrs_hombres
No participan en el mercado laboral,8.297297297297296,120,cuidados_thrs_hombres
No participan en el mercado laboral,8.303771661569826,166,cuidados_thrs_hombres
No participan en el mercado laboral,8.304259634888439,518,cuidados_thrs_hombres
No participan en el mercado laboral,8.329411764705883,189,cuidados_thrs_hombres
No participan en el mercado laboral,8.33994638069705,254,cuidados_thrs_hombres
No participan en el mercado laboral,8.345116279069767,176,cuidados_thrs_hombres
No participan en el mercado laboral,8.357933579335793,97,cuidados_thrs_hombres
No participan en el mercado laboral,8.361290322580645,72,cuidados_thrs_hombres
No participan en el mercado laboral,8.36328125,97,cuidados_thrs_hombres
No participan en el mercado laboral,8.365728900255755,124,cuidados_thrs_hombres
No participan en el mercado laboral,8.375,132,cuidados_thrs_hombres
No participan en el mercado laboral,8.37948717948718,178,cuidados_thrs_hombres
No participan en el mercado laboral,8.380084151472651,442,cuidados_thrs_hombres
No participan en el mercado laboral,8.383474576271187,540,cuidados_thrs_hombres
No participan en el mercado laboral,8.385542168674698,435,cuidados_thrs_hombres
No participan en el mercado laboral,8.4,62,cuidados_thrs_hombres
No participan en el mercado laboral,8.40073026015518,670,cuidados_thrs_hombres
No participan en el mercado laboral,8.40178350260094,994,cuidados_thrs_hombres
No participan en el mercado laboral,8.403225806451612,87,cuidados_thrs_hombres
No participan en el mercado laboral,8.408217362491717,616,cuidados_thrs_hombres
No participan en el mercado laboral,8.408977556109726,164,cuidados_thrs_hombres
No participan en el mercado laboral,8.409090909090908,108,cuidados_thrs_hombres
No participan en el mercado laboral,8.434782608695652,168,cuidados_thrs_hombres
No participan en el mercado laboral,8.43581081081081,103,cuidados_thrs_hombres
No participan en el mercado laboral,8.436893203883495,127,cuidados_thrs_hombres
No participan en el mercado laboral,8.4375,105,cuidados_thrs_hombres
No participan en el mercado laboral,8.439024390243903,30,cuidados_thrs_hombres
No participan en el mercado laboral,8.444444444444445,97,cuidados_thrs_hombres
No participan en el mercado laboral,8.444827586206896,422,cuidados_thrs_hombres
No participan en el mercado laboral,8.455516965001335,1853,cuidados_thrs_hombres
No participan en el mercado laboral,8.46466165413534,122,cuidados_thrs_hombres
No participan en el mercado laboral,8.466307277628033,202,cuidados_thrs_hombres
No participan en el mercado laboral,8.467680608365018,69,cuidados_thrs_hombres
No participan en el mercado laboral,8.471471471471471,217,cuidados_thrs_hombres
No participan en el mercado laboral,8.4765625,32,cuidados_thrs_hombres
No participan en el mercado laboral,8.487654320987655,104,cuidados_thrs_hombres
No participan en el mercado laboral,8.48849104859335,100,cuidados_thrs_hombres
No participan en el mercado laboral,8.494845360824742,31,cuidados_thrs_hombres
No participan en el mercado laboral,8.498201438848922,88,cuidados_thrs_hombres
No participan en el mercado laboral,8.5,2378,cuidados_thrs_hombres
No participan en el mercado laboral,8.508771929824562,142,cuidados_thrs_hombres
No participan en el mercado laboral,8.526050420168067,227,cuidados_thrs_hombres
No participan en el mercado laboral,8.526785714285714,37,cuidados_thrs_hombres
No participan en el mercado laboral,8.527620783956245,968,cuidados_thrs_hombres
No participan en el mercado laboral,8.534626038781163,143,cuidados_thrs_hombres
No participan en el mercado laboral,8.538461538461538,55,cuidados_thrs_hombres
No participan en el mercado laboral,8.54221794563387,1046,cuidados_thrs_hombres
No participan en el mercado laboral,8.54245283018868,115,cuidados_thrs_hombres
No participan en el mercado laboral,8.543478260869565,43,cuidados_thrs_hombres
No participan en el mercado laboral,8.544715447154472,44,cuidados_thrs_hombres
No participan en el mercado laboral,8.55868544600939,191,cuidados_thrs_hombres
No participan en el mercado laboral,8.566181127295756,409,cuidados_thrs_hombres
No participan en el mercado laboral,8.566735112936344,645,cuidados_thrs_hombres
No participan en el mercado laboral,8.566765578635016,195,cuidados_thrs_hombres
No participan en el mercado laboral,8.571561338289962,545,cuidados_thrs_hombres
No participan en el mercado laboral,8.574626865671641,27,cuidados_thrs_hombres
No participan en el mercado laboral,8.576923076923077,335,cuidados_thrs_hombres
No participan en el mercado laboral,8.58204334365325,132,cuidados_thrs_hombres
No participan en el mercado laboral,8.588235294117647,96,cuidados_thrs_hombres
No participan en el mercado laboral,8.590604026845638,138,cuidados_thrs_hombres
No participan en el mercado laboral,8.59375,191,cuidados_thrs_hombres
No participan en el mercado laboral,8.597156398104266,74,cuidados_thrs_hombres
No participan en el mercado laboral,8.61121157323689,105,cuidados_thrs_hombres
No participan en el mercado laboral,8.615853658536585,253,cuidados_thrs_hombres
No participan en el mercado laboral,8.616349384098545,1637,cuidados_thrs_hombres
No participan en el mercado laboral,8.616438356164384,33,cuidados_thrs_hombres
No participan en el mercado laboral,8.621761658031089,106,cuidados_thrs_hombres
No participan en el mercado laboral,8.62374151252634,1407,cuidados_thrs_hombres
No participan en el mercado laboral,8.629032258064516,51,cuidados_thrs_hombres
No participan en el mercado laboral,8.633393829401088,161,cuidados_thrs_hombres
No participan en el mercado laboral,8.648148148148149,289,cuidados_thrs_hombres
No participan en el mercado laboral,8.651567944250871,87,cuidados_thrs_hombres
No participan en el mercado laboral,8.653333333333334,94,cuidados_thrs_hombres
No participan en el mercado laboral,8.666666666666666,44,cuidados_thrs_hombres
No participan en el mercado laboral,8.668495297805643,346,cuidados_thrs_hombres
No participan en el mercado laboral,8.674479166666666,113,cuidados_thrs_hombres
No participan en el mercado laboral,8.675257731958762,232,cuidados_thrs_hombres
No participan en el mercado laboral,8.680933852140077,86,cuidados_thrs_hombres
No participan en el mercado laboral,8.706713780918728,102,cuidados_thrs_hombres
No participan en el mercado laboral,8.707692307692307,46,cuidados_thrs_hombres
No participan en el mercado laboral,8.710969239698201,820,cuidados_thrs_hombres
No participan en el mercado laboral,8.72645739910314,98,cuidados_thrs_hombres
No participan en el mercado laboral,8.733333333333333,39,cuidados_thrs_hombres
No participan en el mercado laboral,8.733552631578947,86,cuidados_thrs_hombres
No participan en el mercado laboral,8.74061433447099,204,cuidados_thrs_hombres
No participan en el mercado laboral,8.751923076923077,185,cuidados_thrs_hombres
No participan en el mercado laboral,8.770053475935828,452,cuidados_thrs_hombres
No participan en el mercado laboral,8.771875,131,cuidados_thrs_hombres
No participan en el mercado laboral,8.77826468010517,269,cuidados_thrs_hombres
No participan en el mercado laboral,8.8,263,cuidados_thrs_hombres
No participan en el mercado laboral,8.824248120300751,404,cuidados_thrs_hombres
No participan en el mercado laboral,8.82882882882883,44,cuidados_thrs_hombres
No participan en el mercado laboral,8.829676071055381,560,cuidados_thrs_hombres
No participan en el mercado laboral,8.83245382585752,197,cuidados_thrs_hombres
No participan en el mercado laboral,8.833841463414634,1079,cuidados_thrs_hombres
No participan en el mercado laboral,8.84375,51,cuidados_thrs_hombres
No participan en el mercado laboral,8.85344827586207,136,cuidados_thrs_hombres
No participan en el mercado laboral,8.8628841607565,197,cuidados_thrs_hombres
No participan en el mercado laboral,8.863157894736842,31,cuidados_thrs_hombres
No participan en el mercado laboral,8.865293185419969,194,cuidados_thrs_hombres
No participan en el mercado laboral,8.867132867132867,51,cuidados_thrs_hombres
No participan en el mercado laboral,8.868055555555555,171,cuidados_thrs_hombres
No participan en el mercado laboral,8.869565217391305,224,cuidados_thrs_hombres
No participan en el mercado laboral,8.870716510903426,115,cuidados_thrs_hombres
No participan en el mercado laboral,8.895833333333334,384,cuidados_thrs_hombres
No participan en el mercado laboral,8.897064902852419,705,cuidados_thrs_hombres
No participan en el mercado laboral,8.899755501222494,149,cuidados_thrs_hombres
No participan en el mercado laboral,8.90783410138249,250,cuidados_thrs_hombres
No participan en el mercado laboral,8.915204678362572,245,cuidados_thrs_hombres
No participan en el mercado laboral,8.921768707482993,165,cuidados_thrs_hombres
No participan en el mercado laboral,8.938775510204081,95,cuidados_thrs_hombres
No participan en el mercado laboral,8.94508537148131,2256,cuidados_thrs_hombres
No participan en el mercado laboral,8.945578231292517,67,cuidados_thrs_hombres
No participan en el mercado laboral,8.952316076294277,171,cuidados_thrs_hombres
No participan en el mercado laboral,8.958579881656805,56,cuidados_thrs_hombres
No participan en el mercado laboral,8.96045197740113,64,cuidados_thrs_hombres
No participan en el mercado laboral,8.971153846153847,216,cuidados_thrs_hombres
No participan en el mercado laboral,8.976744186046512,60,cuidados_thrs_hombres
No participan en el mercado laboral,8.978260869565217,136,cuidados_thrs_hombres
No participan en el mercado laboral,8.988929889298893,204,cuidados_thrs_hombres
No participan en el mercado laboral,8.992452830188679,147,cuidados_thrs_hombres
No participan en el mercado laboral,9,10076,cuidados_thrs_hombres
No participan en el mercado laboral,9.006451612903225,51,cuidados_thrs_hombres
No participan en el mercado laboral,9.015438786565547,907,cuidados_thrs_hombres
No participan en el mercado laboral,9.028169014084508,75,cuidados_thrs_hombres
No participan en el mercado laboral,9.03976801988401,405,cuidados_thrs_hombres
No participan en el mercado laboral,9.041407867494824,366,cuidados_thrs_hombres
No participan en el mercado laboral,9.053183520599251,428,cuidados_thrs_hombres
No participan en el mercado laboral,9.054054054054054,105,cuidados_thrs_hombres
No participan en el mercado laboral,9.0597609561753,443,cuidados_thrs_hombres
No participan en el mercado laboral,9.07925407925408,412,cuidados_thrs_hombres
No participan en el mercado laboral,9.080058224163027,676,cuidados_thrs_hombres
No participan en el mercado laboral,9.083333333333334,47,cuidados_thrs_hombres
No participan en el mercado laboral,9.097493036211699,183,cuidados_thrs_hombres
No participan en el mercado laboral,9.100529100529101,58,cuidados_thrs_hombres
No participan en el mercado laboral,9.109170305676855,60,cuidados_thrs_hombres
No participan en el mercado laboral,9.123711340206185,545,cuidados_thrs_hombres
No participan en el mercado laboral,9.128440366972477,234,cuidados_thrs_hombres
No participan en el mercado laboral,9.13941018766756,213,cuidados_thrs_hombres
No participan en el mercado laboral,9.141592920353983,69,cuidados_thrs_hombres
No participan en el mercado laboral,9.147196261682243,283,cuidados_thrs_hombres
No participan en el mercado laboral,9.162849872773537,117,cuidados_thrs_hombres
No participan en el mercado laboral,9.171122994652407,78,cuidados_thrs_hombres
No participan en el mercado laboral,9.178082191780822,96,cuidados_thrs_hombres
No participan en el mercado laboral,9.18041237113402,199,cuidados_thrs_hombres
No participan en el mercado laboral,9.182406209573092,604,cuidados_thrs_hombres
No participan en el mercado laboral,9.189376443418015,117,cuidados_thrs_hombres
No participan en el mercado laboral,9.216055500495541,450,cuidados_thrs_hombres
No participan en el mercado laboral,9.241923365890308,863,cuidados_thrs_hombres
No participan en el mercado laboral,9.265822784810126,18,cuidados_thrs_hombres
No participan en el mercado laboral,9.283839212469237,755,cuidados_thrs_hombres
No participan en el mercado laboral,9.289473684210526,51,cuidados_thrs_hombres
No participan en el mercado laboral,9.289855072463768,158,cuidados_thrs_hombres
No participan en el mercado laboral,9.29185520361991,151,cuidados_thrs_hombres
No participan en el mercado laboral,9.296875,63,cuidados_thrs_hombres
No participan en el mercado laboral,9.318840579710145,224,cuidados_thrs_hombres
No participan en el mercado laboral,9.327586206896552,54,cuidados_thrs_hombres
No participan en el mercado laboral,9.329564725833805,504,cuidados_thrs_hombres
No participan en el mercado laboral,9.333333333333334,193,cuidados_thrs_hombres
No participan en el mercado laboral,9.342213114754099,254,cuidados_thrs_hombres
No participan en el mercado laboral,9.345360824742269,91,cuidados_thrs_hombres
No participan en el mercado laboral,9.364016736401673,56,cuidados_thrs_hombres
No participan en el mercado laboral,9.368043087971275,193,cuidados_thrs_hombres
No participan en el mercado laboral,9.374868004223865,237,cuidados_thrs_hombres
No participan en el mercado laboral,9.374872318692544,136,cuidados_thrs_hombres
No participan en el mercado laboral,9.396603396603396,1001,cuidados_thrs_hombres
No participan en el mercado laboral,9.399328859060402,115,cuidados_thrs_hombres
No participan en el mercado laboral,9.408031088082902,257,cuidados_thrs_hombres
No participan en el mercado laboral,9.438547486033519,109,cuidados_thrs_hombres
No participan en el mercado laboral,9.441584158415841,103,cuidados_thrs_hombres
No participan en el mercado laboral,9.448339483394834,177,cuidados_thrs_hombres
No participan en el mercado laboral,9.450511945392492,71,cuidados_thrs_hombres
No participan en el mercado laboral,9.454326923076923,179,cuidados_thrs_hombres
No participan en el mercado laboral,9.470707070707071,165,cuidados_thrs_hombres
No participan en el mercado laboral,9.475563909774436,311,cuidados_thrs_hombres
No participan en el mercado laboral,9.483333333333333,59,cuidados_thrs_hombres
No participan en el mercado laboral,9.495606326889279,95,cuidados_thrs_hombres
No participan en el mercado laboral,9.5,2346,cuidados_thrs_hombres
No participan en el mercado laboral,9.5248,328,cuidados_thrs_hombres
No participan en el mercado laboral,9.531380753138075,105,cuidados_thrs_hombres
No participan en el mercado laboral,9.531806615776082,194,cuidados_thrs_hombres
No participan en el mercado laboral,9.539473684210526,71,cuidados_thrs_hombres
No participan en el mercado laboral,9.545454545454545,70,cuidados_thrs_hombres
No participan en el mercado laboral,9.566197183098591,72,cuidados_thrs_hombres
No participan en el mercado laboral,9.571022727272727,1318,cuidados_thrs_hombres
No participan en el mercado laboral,9.581395348837209,163,cuidados_thrs_hombres
No participan en el mercado laboral,9.581560283687944,91,cuidados_thrs_hombres
No participan en el mercado laboral,9.596638655462185,113,cuidados_thrs_hombres
No participan en el mercado laboral,9.60344827586207,53,cuidados_thrs_hombres
No participan en el mercado laboral,9.611650485436893,111,cuidados_thrs_hombres
No participan en el mercado laboral,9.613939693524468,2109,cuidados_thrs_hombres
No participan en el mercado laboral,9.62037037037037,28,cuidados_thrs_hombres
No participan en el mercado laboral,9.621212121212121,116,cuidados_thrs_hombres
No participan en el mercado laboral,9.627118644067796,107,cuidados_thrs_hombres
No participan en el mercado laboral,9.63914373088685,170,cuidados_thrs_hombres
No participan en el mercado laboral,9.643790849673202,157,cuidados_thrs_hombres
No participan en el mercado laboral,9.646788990825687,516,cuidados_thrs_hombres
No participan en el mercado laboral,9.650641025641026,206,cuidados_thrs_hombres
No participan en el mercado laboral,9.651982378854626,59,cuidados_thrs_hombres
No participan en el mercado laboral,9.67579908675799,92,cuidados_thrs_hombres
No participan en el mercado laboral,9.680061823802165,71,cuidados_thrs_hombres
No participan en el mercado laboral,9.683001531393568,172,cuidados_thrs_hombres
No participan en el mercado laboral,9.690871369294605,815,cuidados_thrs_hombres
No participan en el mercado laboral,9.696763202725725,166,cuidados_thrs_hombres
No participan en el mercado laboral,9.699115044247788,185,cuidados_thrs_hombres
No participan en el mercado laboral,9.700374531835205,139,cuidados_thrs_hombres
No participan en el mercado laboral,9.702726473175021,105,cuidados_thrs_hombres
No participan en el mercado laboral,9.709876543209877,114,cuidados_thrs_hombres
No participan en el mercado laboral,9.716850828729282,115,cuidados_thrs_hombres
No participan en el mercado laboral,9.724867724867725,182,cuidados_thrs_hombres
No participan en el mercado laboral,9.73076923076923,111,cuidados_thrs_hombres
No participan en el mercado laboral,9.739602169981916,187,cuidados_thrs_hombres
No participan en el mercado laboral,9.742647058823529,40,cuidados_thrs_hombres
No participan en el mercado laboral,9.749308755760369,541,cuidados_thrs_hombres
No participan en el mercado laboral,9.749510763209393,198,cuidados_thrs_hombres
No participan en el mercado laboral,9.751987281399046,72,cuidados_thrs_hombres
No participan en el mercado laboral,9.756756756756756,51,cuidados_thrs_hombres
No participan en el mercado laboral,9.775438596491227,133,cuidados_thrs_hombres
No participan en el mercado laboral,9.786516853932584,68,cuidados_thrs_hombres
No participan en el mercado laboral,9.787234042553191,28,cuidados_thrs_hombres
No participan en el mercado laboral,9.794992175273865,383,cuidados_thrs_hombres
No participan en el mercado laboral,9.798029556650246,302,cuidados_thrs_hombres
No participan en el mercado laboral,9.8,161,cuidados_thrs_hombres
No participan en el mercado laboral,9.80078431372549,289,cuidados_thrs_hombres
No participan en el mercado laboral,9.804878048780488,93,cuidados_thrs_hombres
No participan en el mercado laboral,9.80511811023622,185,cuidados_thrs_hombres
No participan en el mercado laboral,9.808118081180812,49,cuidados_thrs_hombres
No participan en el mercado laboral,9.831395348837209,71,cuidados_thrs_hombres
No participan en el mercado laboral,9.836653386454183,181,cuidados_thrs_hombres
No participan en el mercado laboral,9.846895074946467,248,cuidados_thrs_hombres
No participan en el mercado laboral,9.86259541984733,68,cuidados_thrs_hombres
No participan en el mercado laboral,9.870967741935484,56,cuidados_thrs_hombres
No participan en el mercado laboral,9.88953488372093,65,cuidados_thrs_hombres
No participan en el mercado laboral,9.909937888198758,274,cuidados_thrs_hombres
No participan en el mercado laboral,9.92,313,cuidados_thrs_hombres
No participan en el mercado laboral,9.942264321154713,456,cuidados_thrs_hombres
No participan en el mercado laboral,9.96808510638298,91,cuidados_thrs_hombres
No participan en el mercado laboral,9.980732177263969,173,cuidados_thrs_hombres
No participan en el mercado laboral,9.989570552147239,1628,cuidados_thrs_hombres
No participan en el mercado laboral,10,16212,cuidados_thrs_hombres
No participan en el mercado laboral,10.008988764044943,666,cuidados_thrs_hombres
No participan en el mercado laboral,10.014598540145986,274,cuidados_thrs_hombres
No participan en el mercado laboral,10.026315789473685,96,cuidados_thrs_hombres
No participan en el mercado laboral,10.040298507462687,87,cuidados_thrs_hombres
No participan en el mercado laboral,10.0625,86,cuidados_thrs_hombres
No participan en el mercado laboral,10.064220183486238,110,cuidados_thrs_hombres
No participan en el mercado laboral,10.070707070707071,26,cuidados_thrs_hombres
No participan en el mercado laboral,10.072072072072071,214,cuidados_thrs_hombres
No participan en el mercado laboral,10.079545454545455,41,cuidados_thrs_hombres
No participan en el mercado laboral,10.08108108108108,47,cuidados_thrs_hombres
No participan en el mercado laboral,10.086666666666666,41,cuidados_thrs_hombres
No participan en el mercado laboral,10.08695652173913,80,cuidados_thrs_hombres
No participan en el mercado laboral,10.134615384615385,71,cuidados_thrs_hombres
No participan en el mercado laboral,10.144927536231885,126,cuidados_thrs_hombres
No participan en el mercado laboral,10.152080344332855,508,cuidados_thrs_hombres
No participan en el mercado laboral,10.158371040723981,186,cuidados_thrs_hombres
No participan en el mercado laboral,10.184713375796179,168,cuidados_thrs_hombres
No participan en el mercado laboral,10.199714693295292,217,cuidados_thrs_hombres
No participan en el mercado laboral,10.213953488372093,122,cuidados_thrs_hombres
No participan en el mercado laboral,10.214285714285714,55,cuidados_thrs_hombres
No participan en el mercado laboral,10.221757322175732,106,cuidados_thrs_hombres
No participan en el mercado laboral,10.237726098191214,358,cuidados_thrs_hombres
No participan en el mercado laboral,10.26691042047532,138,cuidados_thrs_hombres
No participan en el mercado laboral,10.267493356953056,414,cuidados_thrs_hombres
No participan en el mercado laboral,10.275280898876405,49,cuidados_thrs_hombres
No participan en el mercado laboral,10.28343949044586,154,cuidados_thrs_hombres
No participan en el mercado laboral,10.285195936139333,1111,cuidados_thrs_hombres
No participan en el mercado laboral,10.30613425925926,215,cuidados_thrs_hombres
No participan en el mercado laboral,10.333333333333334,62,cuidados_thrs_hombres
No participan en el mercado laboral,10.335570469798657,79,cuidados_thrs_hombres
No participan en el mercado laboral,10.339160839160838,95,cuidados_thrs_hombres
No participan en el mercado laboral,10.339506172839506,52,cuidados_thrs_hombres
No participan en el mercado laboral,10.342261904761905,222,cuidados_thrs_hombres
No participan en el mercado laboral,10.369565217391305,390,cuidados_thrs_hombres
No participan en el mercado laboral,10.375,75,cuidados_thrs_hombres
No participan en el mercado laboral,10.382352941176471,32,cuidados_thrs_hombres
No participan en el mercado laboral,10.386934673366834,122,cuidados_thrs_hombres
No participan en el mercado laboral,10.391752577319588,98,cuidados_thrs_hombres
No participan en el mercado laboral,10.412698412698413,250,cuidados_thrs_hombres
No participan en el mercado laboral,10.422764227642276,40,cuidados_thrs_hombres
No participan en el mercado laboral,10.423728813559322,101,cuidados_thrs_hombres
No participan en el mercado laboral,10.426483613817538,2579,cuidados_thrs_hombres
No participan en el mercado laboral,10.433268858800774,240,cuidados_thrs_hombres
No participan en el mercado laboral,10.45045045045045,91,cuidados_thrs_hombres
No participan en el mercado laboral,10.466230936819173,205,cuidados_thrs_hombres
No participan en el mercado laboral,10.472062309515747,571,cuidados_thrs_hombres
No participan en el mercado laboral,10.483940042826552,70,cuidados_thrs_hombres
No participan en el mercado laboral,10.488636363636363,43,cuidados_thrs_hombres
No participan en el mercado laboral,10.492753623188406,68,cuidados_thrs_hombres
No participan en el mercado laboral,10.494845360824742,288,cuidados_thrs_hombres
No participan en el mercado laboral,10.494880546075086,738,cuidados_thrs_hombres
No participan en el mercado laboral,10.496499045194144,1940,cuidados_thrs_hombres
No participan en el mercado laboral,10.498489425981873,303,cuidados_thrs_hombres
No participan en el mercado laboral,10.5,592,cuidados_thrs_hombres
No participan en el mercado laboral,10.528178243774574,281,cuidados_thrs_hombres
No participan en el mercado laboral,10.531416400425986,297,cuidados_thrs_hombres
No participan en el mercado laboral,10.544247787610619,226,cuidados_thrs_hombres
No participan en el mercado laboral,10.581560283687944,55,cuidados_thrs_hombres
No participan en el mercado laboral,10.590814196242171,172,cuidados_thrs_hombres
No participan en el mercado laboral,10.596699329551315,1157,cuidados_thrs_hombres
No participan en el mercado laboral,10.606896551724137,42,cuidados_thrs_hombres
No participan en el mercado laboral,10.614420062695924,135,cuidados_thrs_hombres
No participan en el mercado laboral,10.627737226277372,66,cuidados_thrs_hombres
No participan en el mercado laboral,10.633165829145728,134,cuidados_thrs_hombres
No participan en el mercado laboral,10.647236941710824,607,cuidados_thrs_hombres
No participan en el mercado laboral,10.662414131501473,217,cuidados_thrs_hombres
No participan en el mercado laboral,10.666666666666666,252,cuidados_thrs_hombres
No participan en el mercado laboral,10.673972602739726,92,cuidados_thrs_hombres
No participan en el mercado laboral,10.677631578947368,145,cuidados_thrs_hombres
No participan en el mercado laboral,10.681818181818182,74,cuidados_thrs_hombres
No participan en el mercado laboral,10.697607655502392,493,cuidados_thrs_hombres
No participan en el mercado laboral,10.70110701107011,1003,cuidados_thrs_hombres
No participan en el mercado laboral,10.702341137123746,100,cuidados_thrs_hombres
No participan en el mercado laboral,10.728483606557377,633,cuidados_thrs_hombres
No participan en el mercado laboral,10.74020618556701,117,cuidados_thrs_hombres
No participan en el mercado laboral,10.761904761904763,100,cuidados_thrs_hombres
No participan en el mercado laboral,10.763157894736842,117,cuidados_thrs_hombres
No participan en el mercado laboral,10.767029972752043,390,cuidados_thrs_hombres
No participan en el mercado laboral,10.8,154,cuidados_thrs_hombres
No participan en el mercado laboral,10.817980022197558,297,cuidados_thrs_hombres
No participan en el mercado laboral,10.84872471416007,628,cuidados_thrs_hombres
No participan en el mercado laboral,10.873417721518987,91,cuidados_thrs_hombres
No participan en el mercado laboral,10.876494023904382,88,cuidados_thrs_hombres
No participan en el mercado laboral,10.877551020408163,145,cuidados_thrs_hombres
No participan en el mercado laboral,10.8839590443686,142,cuidados_thrs_hombres
No participan en el mercado laboral,10.891013384321223,167,cuidados_thrs_hombres
No participan en el mercado laboral,10.894984853584651,7478,cuidados_thrs_hombres
No participan en el mercado laboral,10.911729141475211,376,cuidados_thrs_hombres
No participan en el mercado laboral,10.936739659367397,145,cuidados_thrs_hombres
No participan en el mercado laboral,10.962593516209477,60,cuidados_thrs_hombres
No participan en el mercado laboral,10.96774193548387,80,cuidados_thrs_hombres
No participan en el mercado laboral,10.970873786407767,39,cuidados_thrs_hombres
No participan en el mercado laboral,10.972602739726028,24,cuidados_thrs_hombres
No participan en el mercado laboral,10.974528301886792,598,cuidados_thrs_hombres
No participan en el mercado laboral,10.980519480519481,74,cuidados_thrs_hombres
No participan en el mercado laboral,10.993055555555555,96,cuidados_thrs_hombres
No participan en el mercado laboral,11,9452,cuidados_thrs_hombres
No participan en el mercado laboral,11.010309278350515,51,cuidados_thrs_hombres
No participan en el mercado laboral,11.01123595505618,57,cuidados_thrs_hombres
No participan en el mercado laboral,11.012715712988193,219,cuidados_thrs_hombres
No participan en el mercado laboral,11.019417475728156,30,cuidados_thrs_hombres
No participan en el mercado laboral,11.029411764705882,50,cuidados_thrs_hombres
